Description,Location,Price (PHP),Bedrooms,Bath,Floor_area (sqm),Latitude,Longitude,Link,Location_Last_Part
"Studio Condo Unit (10F) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",7961511,1,1,33,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-10f-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html,Mandaluyong
"2-Bedroom Condo (Unit C) for Sale in Suntrust Shanata, Novaliches Quezon City","Novaliches, Quezon City",6363100,2,1,35,14.68155,121.0198,https://www.lamudi.com.ph/2-bedroom-condo-unit-c-for-sale-in-suntrust-shanata-novaliches-quezon-city-1.html,Quezon City
Suntrust Amadea Tower 1 - Studio Unit for Sale in Quezon City,"Paligsahan, Quezon City",3167280,1,1,24,14.646511,120.996952,https://www.lamudi.com.ph/suntrust-amadea-tower-1-studio-unit-for-sale-in-quezon-city.html,Quezon City
"Condominium with 3 bedroom for Sale in Suntrust Shanata, Novaliches, Quezon City","Novaliches, Quezon City",7802700,3,2,54,14.68155,121.0198,https://www.lamudi.com.ph/condominium-with-3-bedroom-for-sale-in-suntrust-shanata-novaliches-quezon-city-2.html,Quezon City
"Pre-selling 3BR 3-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa",27705000,3,1,250,14.434669,121.040194,https://www.lamudi.com.ph/pre-selling-3br-3-storey-townhouse-for-sale-in-likha-residences-cupang-muntinlupa-typical-end-unit-1.html,Muntinlupa
Suntrust Amadea Tower 1 - Studio Unit for Sale in Quezon City,"Paligsahan, Quezon City",3167280,1,1,24,14.646511,120.996952,https://www.lamudi.com.ph/suntrust-amadea-tower-1-studio-unit-for-sale-in-quezon-city.html,Quezon City
"Studio Unit (4T1806) for Sale in Studio City, Alabang, Muntinlupa City (for as low as...","Alabang, Muntinlupa",11088000,1,1,16,14.4179774,121.037608,https://www.lamudi.com.ph/studio-unit-4t1806-for-sale-in-studio-city-alabang-muntinlupa-city-for-as-low-as-php-11-800-monthly.html,Muntinlupa
"3BR Unit for Sale in Suntrust Amadea Tower 2, Quezon City, 6.6M","Paligsahan, Quezon City",6626880,3,2,46,14.631613,121.023475,https://www.lamudi.com.ph/3br-unit-for-sale-in-suntrust-amadea-tower-2-quezon-city-6-6m.html,Quezon City
"Pre-selling 3BR 3-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa",25296000,3,1,250,14.434669,121.040194,https://www.lamudi.com.ph/pre-selling-3br-3-storey-townhouse-for-sale-in-likha-residences-cupang-muntinlupa-typical-unit-3.html,Muntinlupa
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa",40322000,3,1,323,14.434669,121.040194,https://www.lamudi.com.ph/pre-selling-3br-4-storey-townhouse-for-sale-in-likha-residences-cupang-muntinlupa-end-unit-elevated-garden-2.html,Muntinlupa
"1-Bedroom Condo Unit (30A) for Sale in One Sierra, EDSA, Mandaluyong City Metro Manil...","Highway Hills, Mandaluyong",12094554,1,1,54,14.578255,121.052143,https://www.lamudi.com.ph/1-bedroom-condo-unit-30a-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html,Mandaluyong
"Studio Condo Unit (23G) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",7722220,1,1,31,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-23g-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html,Mandaluyong
"Studio Condo Unit (26D) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",7744557,1,1,31,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-26d-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html,Mandaluyong
"Studio Condo Unit (11G) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",7961545,1,1,31,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-11g-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html,Mandaluyong
"Studio Condo Unit (30B) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",7432712,1,1,32,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-30b-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html,Mandaluyong
"Office Unit for Sale (60 sq.m.) in Parkway Corporate Center, Alabang (for as low as P...","Alabang, Muntinlupa",11088000,1,1,60,14.4179774,121.037608,https://www.lamudi.com.ph/office-unit-for-sale-60-sq-m-in-parkway-corporate-center-alabang-for-as-low-as-php-69-000-monthly.html,Muntinlupa
"Residential Unit (108-02) for Sale in UniPlace @ SWU Village, Cebu City","Sambag II, Cebu",2810000,1,1,24,10.3058395,123.8908567,https://www.lamudi.com.ph/residential-unit-108-02-for-sale-in-uniplace-swu-village-cebu-city.html,Cebu
"2-Bedroom Condo (Unit I) for Sale in Suntrust Shanata, Novaliches Quezon City","Novaliches, Quezon City",6363100,2,1,35,14.68155,121.0198,https://www.lamudi.com.ph/2-bedroom-condo-unit-i-for-sale-in-suntrust-shanata-novaliches-quezon-city-1.html,Quezon City
"1-Bedroom Condo Unit (30J) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...","Highway Hills, Mandaluyong",11526579,1,1,54,14.578255,121.052143,https://www.lamudi.com.ph/1-bedroom-condo-unit-30j-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html,Mandaluyong
"Suntrust Amadea Tower 1, 2-Bedroom Unit for Sale in Quezon City","Paligsahan, Quezon City",5310000,2,1,36,14.646511,120.996952,https://www.lamudi.com.ph/suntrust-amadea-tower-1-2-bedroom-unit-for-sale-in-quezon-city.html,Quezon City
"1-Bedroom Unit for Sale in One Lakeshore Drive, San Antonio, Davao - Tower 1","San Antonio, Davao",7320000,1,2,50,7.095857,125.630475,https://www.lamudi.com.ph/1-bedroom-unit-for-sale-in-one-lakeshore-drive-san-antonio-davao-tower-1.html,Davao
"1-Bedroom Unit for Sale in One Lakeshore Drive, San Antonio, Davao - Tower 3","San Antonio, Davao",7320000,1,2,50,7.095857,125.630475,https://www.lamudi.com.ph/1-bedroom-unit-for-sale-in-one-lakeshore-drive-san-antonio-davao-tower-3.html,Davao
"Studio Condo Unit (30D) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",7776467,1,1,31,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-30d-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html,Mandaluyong
"2BR Condo Unit for Sale in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un...","Bagumbayan, Quezon City",14278110,2,2,67,14.605396,121.081903,https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ibiza-tower-at-circulo-verde-bagumbayan-quezon-city-unit-16h.html,Quezon City
"Studio Condo Unit (18B) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",7288260,1,1,32,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-18b-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html,Mandaluyong
"Residential Unit (109-02) for Sale in UniPlace @ SWU Village, Cebu City","Sambag II, Cebu",2810000,1,1,24,10.3058395,123.8908567,https://www.lamudi.com.ph/residential-unit-109-02-for-sale-in-uniplace-swu-village-cebu-city.html,Cebu
"1-Bedroom Condo Unit (24A) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...","Highway Hills, Mandaluyong",12540432,1,1,57,14.578255,121.052143,https://www.lamudi.com.ph/1-bedroom-condo-unit-24a-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html,Mandaluyong
"1-Bedroom Unit for Sale in One Lakeshore Drive, San Antonio, Davao - Tower 3","San Antonio, Davao",7320000,1,2,50,7.095857,125.630475,https://www.lamudi.com.ph/1-bedroom-unit-for-sale-in-one-lakeshore-drive-san-antonio-davao-tower-3.html,Davao
"Studio Condo Unit (18F) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",8028051,1,1,33,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-18f-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html,Mandaluyong
"Studio Condo Unit (30D) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",7776467,1,1,31,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-30d-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html,Mandaluyong
"2BR Condo Unit for Sale in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un...","Bagumbayan, Quezon City",14278110,2,2,67,14.605396,121.081903,https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ibiza-tower-at-circulo-verde-bagumbayan-quezon-city-unit-16h.html,Quezon City
"1-Bedroom Unit for Sale in One Lakeshore Drive, San Antonio, Davao - Tower 1","San Antonio, Davao",7320000,1,2,50,7.095857,125.630475,https://www.lamudi.com.ph/1-bedroom-unit-for-sale-in-one-lakeshore-drive-san-antonio-davao-tower-1.html,Davao
"2-Bedroom Condo (Unit B) for Sale in Suntrust Shanata, Novaliches Quezon City","Novaliches, Quezon City",6363100,2,1,35,14.68155,121.0198,https://www.lamudi.com.ph/2-bedroom-condo-unit-b-for-sale-in-suntrust-shanata-novaliches-quezon-city-1.html,Quezon City
"2-Bedroom Condo Unit (26H) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...","Highway Hills, Mandaluyong",16242999,2,2,84,14.578255,121.052143,https://www.lamudi.com.ph/2-bedroom-condo-unit-26h-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html,Mandaluyong
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa",39675000,3,1,323,14.434669,121.040194,https://www.lamudi.com.ph/pre-selling-3br-4-storey-townhouse-for-sale-in-likha-residences-cupang-muntinlupa-typical-elevated-garden-unit.html,Muntinlupa
"2-Bedroom Condo Unit (28C) for Sale in One Sierra,EDSA, Mandaluyong City, Metro Manil...","Highway Hills, Mandaluyong",16940448,2,2,84,14.578255,121.052143,https://www.lamudi.com.ph/2-bedroom-condo-unit-28c-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html,Mandaluyong
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa",39027000,3,1,323,14.434669,121.040194,https://www.lamudi.com.ph/pre-selling-3br-4-storey-townhouse-for-sale-in-likha-residences-cupang-muntinlupa-corner-unit-with-extra-lot.html,Muntinlupa
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa",39027000,3,1,323,14.434669,121.040194,https://www.lamudi.com.ph/pre-selling-3br-4-storey-townhouse-for-sale-in-likha-residences-cupang-muntinlupa-typical-end-unit.html,Muntinlupa
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa",39675000,3,1,323,14.434669,121.040194,https://www.lamudi.com.ph/pre-selling-3br-4-storey-townhouse-for-sale-in-likha-residences-cupang-muntinlupa-typical-elevated-garden-unit.html,Muntinlupa
"1-Bedroom Condo Unit (24A) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...","Highway Hills, Mandaluyong",12540432,1,1,57,14.578255,121.052143,https://www.lamudi.com.ph/1-bedroom-condo-unit-24a-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html,Mandaluyong
"Studio Condo Unit (18B) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",7288260,1,1,32,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-18b-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html,Mandaluyong
"Residential Unit (109-02) for Sale in UniPlace @ SWU Village, Cebu City","Sambag II, Cebu",2810000,1,1,24,10.3058395,123.8908567,https://www.lamudi.com.ph/residential-unit-109-02-for-sale-in-uniplace-swu-village-cebu-city.html,Cebu
"3-Bedroom Condo (Unit L) for Sale in Suntrust Shanata, Novaliches Quezon City","Novaliches, Quezon City",7802700,3,2,54,14.68155,121.0198,https://www.lamudi.com.ph/3-bedroom-condo-unit-l-for-sale-in-suntrust-shanata-novaliches-quezon-city-1.html,Quezon City
"2-Bedroom Condo Unit (28C) for Sale in One Sierra,EDSA, Mandaluyong City, Metro Manil...","Highway Hills, Mandaluyong",16940448,2,2,84,14.578255,121.052143,https://www.lamudi.com.ph/2-bedroom-condo-unit-28c-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html,Mandaluyong
"2-Bedroom Condo Unit (27C) for Sale in One Sierra,EDSA, Mandaluyong City, Metro Manil...","Highway Hills, Mandaluyong",16940448,2,2,84,14.578255,121.052143,https://www.lamudi.com.ph/2-bedroom-condo-unit-27c-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html,Mandaluyong
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa",39675000,3,1,323,14.434669,121.040194,https://www.lamudi.com.ph/pre-selling-3br-4-storey-townhouse-for-sale-in-likha-residences-cupang-muntinlupa-end-unit-elevated-garden-1.html,Muntinlupa
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...","Cupang, Muntinlupa",40322000,3,1,323,14.434669,121.040194,https://www.lamudi.com.ph/pre-selling-3br-4-storey-townhouse-for-sale-in-likha-residences-cupang-muntinlupa-end-unit-elevated-garden-3.html,Muntinlupa
"Suntrust Amadea Tower 1, 2-Bedroom Unit for Sale in Quezon City","Paligsahan, Quezon City",5310000,2,1,36,14.646511,120.996952,https://www.lamudi.com.ph/suntrust-amadea-tower-1-2-bedroom-unit-for-sale-in-quezon-city.html,Quezon City
"Studio Condo Unit (19B) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",7580447,1,1,32,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-19b-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html,Mandaluyong
"Studio Condo Unit (6D) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila","Highway Hills, Mandaluyong",8018983,1,1,31,14.578255,121.052143,https://www.lamudi.com.ph/studio-condo-unit-6d-for-sale-in-one-sierra-edsa-mandaluyong-city-metro-manila.html,Mandaluyong
"Pre-Selling 1-Bedroom  (40.00 sqm) in Galleria Residences 3, Cebu City","North Reclamation Area, Cebu",6709750,1,1,40,10.3084189,123.9157609,https://www.lamudi.com.ph/pre-selling-1-bedroom-40-00-sqm-in-galleria-residences-3-cebu-city-1.html,Cebu
"Suntrust Amadea Tower 2, 2-Bedroom Unit for Sale in Quezon City","Paligsahan, Quezon City",5479920,2,1,36,14.646511,120.996952,https://www.lamudi.com.ph/suntrust-amadea-tower-2-2-bedroom-unit-for-sale-in-quezon-city.html,Quezon City
"2BR Condo Unit for Sale in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un...","Bagumbayan, Quezon City",14278110,2,2,67,14.605396,121.081903,https://www.lamudi.com.ph/2br-condo-unit-for-sale-in-ibiza-tower-at-circulo-verde-bagumbayan-quezon-city-unit-10h.html,Quezon City
"Condominium with 1 bedroom for Sale in One Lakeshore Drive, San Antonio, Davao","San Antonio, Davao",7320000,1,2,50,7.095857,125.630475,https://www.lamudi.com.ph/condominium-with-1-bedroom-for-sale-in-one-lakeshore-drive-san-antonio-davao-2.html,Davao
"1-Bedroom Unit (14A) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",21810000,1,1,65,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-14a-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (N34G2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11144000,1,1,44,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n34g2-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"2-Bedroom Unit (24O) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",33272000,2,2,104,14.575822,121.064324,https://www.lamudi.com.ph/2-bedroom-unit-24o-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (7P) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",21370000,1,1,65,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-7p-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"Offices at The Galleon - Prime Unit (34M) for Sale in Ortigas, Pasig","San Antonio, Pasig",33297000,1,1,95,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-34m-for-sale-in-ortigas-pasig.html,Pasig
"For Sale: 2-Bedroom Unit in Suntrust Kirana, Pasig City","Pinagbuhatan, Pasig",5008864,2,1,37,14.555535,121.090095,https://www.lamudi.com.ph/for-sale-2-bedroom-unit-in-suntrust-kirana-pasig-city.html,Pasig
"Studio Unit (41L) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",12262000,1,1,40,14.575822,121.064324,https://www.lamudi.com.ph/studio-unit-41l-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"Pre-Selling 1BR Unit in The Sapphire Bloc South Tower, Ortigas CBD Pasig, 10.6M","Ortigas CBD, Pasig",10600000,1,1,58,14.587518,121.062753,https://www.lamudi.com.ph/pre-selling-1br-unit-in-the-sapphire-bloc-south-tower-ortigas-cbd-pasig-10-6m.html,Pasig
"3-Bedroom Unit (S03D) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",22111600,3,2,98,14.583771,121.059675,https://www.lamudi.com.ph/3-bedroom-unit-s03d-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (N57C2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",12962200,1,1,52,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n57c2-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"2-Bedroom Unit (2601) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",27178000,2,1,89,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-2601-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"2-Bedroom Unit (25H) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",42045000,2,2,114,14.588377,121.059897,https://www.lamudi.com.ph/2-bedroom-unit-25h-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html,Pasig
"2-Bedroom Unit (33H) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",42359000,2,2,114,14.588377,121.059897,https://www.lamudi.com.ph/2-bedroom-unit-33h-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html,Pasig
"1-Bedroom Unit (2818) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16076000,1,1,57,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-2818-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Offices at The Galleon - Prime Suite (34K) for Sale in Ortigas, Pasig","San Antonio, Pasig",41710000,1,1,113,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-suite-34k-for-sale-in-ortigas-pasig.html,Pasig
"1-Bedroom Unit (21F) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",21856000,1,1,67,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-21f-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (N31E2) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11188800,1,1,52,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n31e2-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (S30D1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",11020800,1,1,47,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-s30d1-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (N60C1) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",14587200,1,1,59,14.583771,121.059675,https://www.lamudi.com.ph/1-bedroom-unit-n60c1-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (1615) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",15737000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1615-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (3614) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16205000,1,1,57,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3614-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"2-Bedroom Unit (27B) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",32334000,2,2,104,14.575822,121.064324,https://www.lamudi.com.ph/2-bedroom-unit-27b-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"Studio Unit (31L) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",11793000,1,1,39,14.575822,121.064324,https://www.lamudi.com.ph/studio-unit-31l-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"2-Bedroom Unit (2909) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",25471000,2,1,89,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-2909-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Penthouse Unit (54B) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",128592000,4,4,317,14.588377,121.059897,https://www.lamudi.com.ph/penthouse-unit-54b-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html,Pasig
"2-Bedroom Unit (2901) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",27405000,2,1,89,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-2901-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"The Glaston Tower - Office Unit, Glass Suite (20A) for Sale in Ortigas East, Pasig Ci...","Ugong, Pasig",37798000,1,1,141,14.587964,121.079045,https://www.lamudi.com.ph/the-glaston-tower-office-unit-glass-suite-20a-for-sale-in-ortigas-east-pasig-city.html,Pasig
"1-Bedroom Unit (41D) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",21322000,1,1,66,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-41d-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
Suntrust Kirana - Studio Unit for Sale in Pasig City,"Pinagbuhatan, Pasig",3297501,1,1,27,14.555535,121.090095,https://www.lamudi.com.ph/suntrust-kirana-studio-unit-for-sale-in-pasig-city.html,Pasig
"3-Bedroom Unit (N03C) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",23914800,3,2,108,14.583771,121.059675,https://www.lamudi.com.ph/3-bedroom-unit-n03c-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (29D) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",20712000,1,1,65,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-29d-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"2-Bedroom Unit (3918) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",27298000,2,1,89,14.588882,121.079016,https://www.lamudi.com.ph/2-bedroom-unit-3918-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Studio Unit (49N) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",12364000,1,1,41,14.575822,121.064324,https://www.lamudi.com.ph/studio-unit-49n-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (3606) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16411000,1,1,57,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-3606-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"Studio (3317) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",8788000,1,1,35,14.588882,121.079016,https://www.lamudi.com.ph/studio-3317-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"2-Bedroom Unit (7O) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",31734000,2,2,104,14.575822,121.064324,https://www.lamudi.com.ph/2-bedroom-unit-7o-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (1926) for Sale in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",16322000,1,1,58,14.588882,121.079016,https://www.lamudi.com.ph/1-bedroom-unit-1926-for-sale-in-maple-at-verdant-towers-ortigas-pasig-city.html,Pasig
"1-Bedroom Unit (37M) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",22863000,1,1,70,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-37m-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"2-Bedroom Unit (S63C) for Sale in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",18013400,2,2,74,14.583771,121.059675,https://www.lamudi.com.ph/2-bedroom-unit-s63c-for-sale-in-maven-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (25P) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",22868000,1,1,67,14.575822,121.064324,https://www.lamudi.com.ph/1-bedroom-unit-25p-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"Pre-Selling 2-Bedroom Unit in Acacia Escalades A, Pasig City, 6M","Manggahan, Pasig",6000000,2,1,58,14.601887,121.093698,https://www.lamudi.com.ph/pre-selling-2-bedroom-unit-in-acacia-escalades-a-pasig-city-6m.html,Pasig
"Studio Unit (39L) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",12229000,1,1,40,14.575822,121.064324,https://www.lamudi.com.ph/studio-unit-39l-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
"1-Bedroom Unit (27K) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig","San Antonio, Pasig",28012000,1,1,69,14.588377,121.059897,https://www.lamudi.com.ph/1-bedroom-unit-27k-residences-at-the-galleon-pre-selling-in-ortigas-cbd-pasig.html,Pasig
"Offices at The Galleon - Prime Unit (34I) for Sale in Ortigas, Pasig","San Antonio, Pasig",32651000,1,1,93,14.588716,121.060009,https://www.lamudi.com.ph/offices-at-the-galleon-prime-unit-34i-for-sale-in-ortigas-pasig.html,Pasig
"2-Bedroom Unit (36O) for Sale in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",34599000,2,2,106,14.575822,121.064324,https://www.lamudi.com.ph/2-bedroom-unit-36o-for-sale-in-empress-at-capitol-commons-pasig-city.html,Pasig
